,index,SUBJECT,Subject,Measure,Frequency,Unit,Reference Period,Level,Name
321,239992,LFAC64MA,Labour Force Survey - quarterly levels > Active population > Aged 15-64 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-64 Males
322,240633,LFAC64TT,Labour Force Survey - quarterly levels > Active population > Aged 15-64 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-64 All persons
323,241454,LFAC64TT,Labour Force Survey - quarterly levels > Active population > Aged 15-64 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-64 All persons
324,242095,LFAC74FE,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-74 Females
325,242604,LFAC74FE,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-74 Females
326,243113,LFAC74MA,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-74 Males
327,243622,LFAC74MA,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-74 Males
328,244131,LFAC74TT,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-74 All persons
329,244640,LFAC74TT,Labour Force Survey - quarterly levels > Active population > Aged 15-74 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15-74 All persons
330,245149,LFACTTFE,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Females
331,245970,LFACTTFE,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Females
332,246791,LFACTTFE,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Females,Growth rate previous period,Monthly,Percentage,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Females
333,247611,LFACTTFE,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Females,"Growth rate previous period, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Females
334,248431,LFACTTMA,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Males
335,249252,LFACTTMA,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Males
336,250073,LFACTTMA,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Males,Growth rate previous period,Monthly,Percentage,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Males
337,250893,LFACTTMA,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > Males,"Growth rate previous period, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over Males
338,251713,LFACTTTT,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over All persons
339,252534,LFACTTTT,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over All persons
340,253355,LFACTTTT,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > All persons,Growth rate previous period,Monthly,Percentage,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over All persons
341,254175,LFACTTTT,Labour Force Survey - quarterly levels > Active population > Aged 15 and over > All persons,"Growth rate previous period, s.a.",Monthly,Percentage,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Active population Aged 15 and over All persons
342,254995,LFEAAGTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Agriculture > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Agriculture All persons
343,255816,LFEAAGTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Agriculture > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Agriculture All persons
344,256637,LFEACNTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Construction > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Construction All persons
345,257338,LFEACNTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Construction > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Construction All persons
346,258039,LFEAICTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Industry including construction > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Industry including construction All persons
347,258716,LFEAICTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Industry including construction > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Industry including construction All persons
348,259417,LFEAINTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Industry excluding construction > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Industry excluding construction All persons
349,260118,LFEAINTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Industry excluding construction > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Industry excluding construction All persons
350,260819,LFEAMNTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Manufacturing > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Manufacturing All persons
351,261520,LFEAMNTT,Labour Force Survey - quarterly levels > Employment - by economic activity > Manufacturing > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Manufacturing All persons
352,262221,LFEASETT,Labour Force Survey - quarterly levels > Employment - by economic activity > Services > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Services All persons
353,262898,LFEASETT,Labour Force Survey - quarterly levels > Employment - by economic activity > Services > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employment - by economic activity Services All persons
354,263575,LFEM24FE,Labour Force Survey - quarterly levels > Employed population > Aged 15-24 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 15-24 Females
355,264396,LFEM24FE,Labour Force Survey - quarterly levels > Employed population > Aged 15-24 > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 15-24 Females
356,265217,LFEM24MA,Labour Force Survey - quarterly levels > Employed population > Aged 15-24 > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 15-24 Males
357,266038,LFEM24MA,Labour Force Survey - quarterly levels > Employed population > Aged 15-24 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 15-24 Males
358,266859,LFEM24TT,Labour Force Survey - quarterly levels > Employed population > Aged 15-24 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 15-24 All persons
359,267680,LFEM24TT,Labour Force Survey - quarterly levels > Employed population > Aged 15-24 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 15-24 All persons
360,268501,LFEM25FE,Labour Force Survey - quarterly levels > Employed population > Aged 25-54 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 25-54 Females
361,269322,LFEM25FE,Labour Force Survey - quarterly levels > Employed population > Aged 25-54 > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 25-54 Females
362,270143,LFEM25MA,Labour Force Survey - quarterly levels > Employed population > Aged 25-54 > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 25-54 Males
363,270964,LFEM25MA,Labour Force Survey - quarterly levels > Employed population > Aged 25-54 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 25-54 Males
364,271785,LFEM25TT,Labour Force Survey - quarterly levels > Employed population > Aged 25-54 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 25-54 All persons
365,272606,LFEM25TT,Labour Force Survey - quarterly levels > Employed population > Aged 25-54 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 25-54 All persons
366,273427,LFEM55FE,Labour Force Survey - quarterly levels > Employed population > Aged 55-64 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Employed population Aged 55-64 Females
